DepComN,NomCN,DepComA,NomCA,annee
50419,Quettreville-sur-Sienne ,50605,Trelly,2018
50523,Sainte-Mère-Église ,50523,Sainte-Mère-Église ,2018
50523,Sainte-Mère-Église ,50103,Carquebut  ,2018
50523,Sainte-Mère-Église ,50427,Ravenoville  ,2018
50546,Bourgvallées ,50546,Bourgvallées ,2018
50546,Bourgvallées ,50313,Le Mesnil-Herman ,2018
50546,Bourgvallées ,50581,Soulles ,2018
50550,Saint-Sauveur-Villages ,50550,Saint-Sauveur-Lendelin ,2018
50550,Saint-Sauveur-Villages ,50449,Saint-Aubin-du-Perron ,2018
50550,Saint-Sauveur-Villages ,50007,Ancteville ,2018
50550,Saint-Sauveur-Villages ,50308,Le Mesnilbus ,2018
50550,Saint-Sauveur-Villages ,50438,La Ronde-Haye ,2018
50550,Saint-Sauveur-Villages ,50524,Saint-Michel-de-la-Pierre ,2018
50550,Saint-Sauveur-Villages ,50622,Vaudrimesnil  ,2018
50597,Tirepied-sur-Sée,50597,Tirepied,2018
50597,Tirepied-sur-Sée,50206,La Gohannière,2018
52064,Bourmont-entre-Meuse-et-Mouzon ,52064,Bourmont-entre-Meuse-et-Mouzon ,2018
52064,Bourmont-entre-Meuse-et-Mouzon ,52225,Goncourt,2018
53029,Bierné-les-Villages,53029,Bierné  ,2018
53029,Bierné-les-Villages,53006,Argenton-Notre-Dame  ,2018
53029,Bierné-les-Villages,53231,Saint-Laurent-des-Mortiers ,2018
53029,Bierné-les-Villages,53241,Saint-Michel-de-Feins ,2018
53062,Château-Gontier-sur-Mayenne,53062,Château-Gontier ,2018
53062,Château-Gontier-sur-Mayenne,53014,Azé ,2018
53062,Château-Gontier-sur-Mayenne,53215,Saint-Fort ,2018
53097,Évron ,53097,Évron ,2018
53097,Évron ,53065,Châtres-la-Forêt  ,2018
53097,Évron ,53207,Saint-Christophe-du-Luat  ,2018
53104,Gennes-Longuefuye  ,53104,Gennes-sur-Glaize ,2018
53104,Gennes-Longuefuye  ,53138,Longuefuye  ,2018
53136,La Roche-Neuville,53136,Loigné-sur-Mayenne ,2018
53136,La Roche-Neuville,53254,Saint-Sulpice ,2018
53161,Montsûrs,53161,Montsûrs-Saint-Céneré ,2018
53161,Montsûrs,53092,Deux-Évailles  ,2018
53161,Montsûrs,53159,Montourtier  ,2018
53161,Montsûrs,53244,Saint-Ouën-des-Vallons ,2018
54557,Bois-de-Haye,54557,Velaine-en-Haye ,2018
54557,Bois-de-Haye,54506,Sexey-les-Bois ,2018
55150,Demange-Baudignécourt,55150,Demange-aux-Eaux  ,2018
55150,Demange-Baudignécourt,55030,Baudignécourt  ,2018
55537,Douaumont-Vaux,55537,Vaux-devant-Damloup ,2018
55537,Douaumont-Vaux,55164,Douaumont  ,2018
56102,Forges de Lanouée,56102,Lanouée,2018
56102,Forges de Lanouée,56059,Les Forges  ,2018
56165,Ploërmel  ,56165,Ploërmel  ,2018
56165,Ploërmel  ,56138,Monterrein ,2018
56173,Pluméliau-Bieuzy ,56173,Pluméliau  ,2018
56173,Pluméliau-Bieuzy ,56016,Bieuzy  ,2018
57439,Manderen-Ritzing   ,57439,Manderen  ,2018
57439,Manderen-Ritzing   ,57585,Ritzing  ,2018
57578,Rezonville-Vionville ,57578,Rezonville ,2018
57578,Rezonville-Vionville ,57722,Vionville ,2018
60054,Les Hauts Talican,60054,Beaumont-les-Nonains ,2018
60054,Les Hauts Talican,60455,La Neuville-Garnier ,2018
60054,Les Hauts Talican,60694,Villotran ,2018
60209,La Corne en Vexin,60209,Énencourt-le-Sec ,2018
60209,La Corne en Vexin,60080,Boissy-le-Bois ,2018
60209,La Corne en Vexin,60300,Hardivillers-en-Vexin ,2018
60245,Formerie,60245,Formerie,2018
60245,Formerie,60096,Boutavent ,2018
60256,Montchevreuil,60256,Fresneaux-Montchevreuil ,2018
60256,Montchevreuil,60038,Bachivillers  ,2018
60682,Villers Saint Frambourg-Ognon,60682,Villers-Saint-Frambourg ,2018
60682,Villers Saint Frambourg-Ognon,60475,Ognon,2018
61228,L’Orée-d’Écouves,61228,Livaie,2018
61228,L’Orée-d’Écouves,61172,Fontenai-les-Louvets,2018
61228,L’Orée-d’Écouves,61231,Longuenoë,2018
61228,L’Orée-d’Écouves,61383,Saint-Didier-sous-Écouves,2018
61294,Mortrée,61294,Mortrée,2018
61294,Mortrée,61403,Saint-Hilaire-la-Gérard ,2018
62154,Bonnières ,62154,Bonnières ,2018
62154,Bonnières ,62210,Canteleux ,2018
63226,Mur-sur-Allier,63226,Mezel ,2018
63226,Mur-sur-Allier,63133,Dallet,2018
63335,Saint-Diéry ,63335,Saint-Diéry ,2018
63335,Saint-Diéry ,63127,Creste ,2018
63448,Le Vernet-Chaméane,63448,Vernet-la-Varenne ,2018
63448,Le Vernet-Chaméane,63078,Chaméane ,2018
65092,Beyrède-Jumet-Camous,65092,Beyrède-Jumet,2018
65092,Beyrède-Jumet-Camous,65122,Camous,2018
67372,Val-de-Moder,67372,Val de Moder ,2018
67372,Val-de-Moder,67402,Ringeldorf ,2018
67418,Rountzenheim-Auenheim,67418,Rountzenheim,2018
67418,Rountzenheim-Auenheim,67014,Auenheim,2018
69019,Belleville-en-Beaujolais,69019,Belleville,2018
69019,Belleville-en-Beaujolais,69211,Saint-Jean-d'Ardières ,2018
69135,Deux-Grosnes,69135,Monsols ,2018
69135,Deux-Grosnes,69015,Avenas ,2018
69135,Deux-Grosnes,69150,Ouroux ,2018
69135,Deux-Grosnes,69185,Saint-Christophe ,2018
69135,Deux-Grosnes,69210,Saint-Jacques-des-Arrêts ,2018
69135,Deux-Grosnes,69224,Saint-Mamert ,2018
69135,Deux-Grosnes,69251,Trades ,2018
69157,Vindry-sur-Turdine,69157,Pontcharra-sur-Turdine ,2018
69157,Vindry-sur-Turdine,69073,Dareizé  ,2018
69157,Vindry-sur-Turdine,69147,Les Olmes  ,2018
69157,Vindry-sur-Turdine,69223,Saint-Loup ,2018
69159,Porte des Pierres Dorées ,69159,Porte des Pierres Dorées ,2018
69159,Porte des Pierres Dorées ,69101,Jarnioux,2018
70245,Fougerolles-Saint-Valbert ,70245,Fougerolles,2018
70245,Fougerolles-Saint-Valbert ,70475,Saint-Valbert ,2018
70285,Héricourt ,70285,Héricourt ,2018
70285,Héricourt ,70497,Tavey,2018
70491,Seveux-Motey,70491,Seveux ,2018
70491,Seveux-Motey,70375,Motey-sur-Saône ,2018
71134,Navour-sur-Grosne,71134,Clermain  ,2018
71134,Navour-sur-Grosne,71055,Brandon  ,2018
71134,Navour-sur-Grosne,71304,Montagny-sur-Grosne ,2018
72080,Cherré-Au,72080,Cherré,2018
72080,Cherré-Au,72081,Cherreau ,2018
72128,Val d’Étangson,72128,Évaillé,2018
72128,Val d’Étangson,72304,Sainte-Osmane,2018
72138,Fresnay-sur-Sarthe ,72138,Fresnay-sur-Sarthe ,2018
72138,Fresnay-sur-Sarthe ,72097,Coulombiers ,2018
72138,Fresnay-sur-Sarthe ,72284,Saint-Germain-sur-Sarthe ,2018
72189,Marolles-les-Braults ,72189,Marolles-les-Braults ,2018
72189,Marolles-les-Braults ,72116,Dissé-sous-Ballon ,2018
72219,Bernay-Neuvy-en-Champagne ,72219,Neuvy-en-Champagne ,2018
72219,Bernay-Neuvy-en-Champagne ,72033,Bernay-en-Champagne ,2018
73003,Grand-Aigueblanche ,73003,Aigueblanche ,2018
73003,Grand-Aigueblanche ,73045,Le Bois ,2018
73003,Grand-Aigueblanche ,73266,Saint-Oyen ,2018
73135,La Tour-en-Maurienne,73135,Hermillon ,2018
73135,La Tour-en-Maurienne,73080,Le Châtel,2018
73135,La Tour-en-Maurienne,73203,Pontamafrey-Montpascal  ,2018
73151,Porte-de-Savoie,73151,Les Marches,2018
73151,Porte-de-Savoie,73118,Francin ,2018
73187,La Léchère  ,73187,La Léchère  ,2018
73187,La Léchère  ,73046,Bonneval ,2018
73187,La Léchère  ,73112,Feissons-sur-Isère  ,2018
73212,Val-d’Arc,73212,Randens  ,2018
73212,Val-d’Arc,73002,Aiguebelle ,2018
73215,Valgelon-La Rochette ,73215,La Rochette ,2018
73215,Valgelon-La Rochette ,73111,Étable ,2018
73236,Saint-Genix-les-Villages,73236,Saint-Genix-sur-Guiers ,2018
73236,Saint-Genix-les-Villages,73127,Gresin ,2018
73236,Saint-Genix-les-Villages,73260,Saint-Maurice-de-Rotherens ,2018
73257,Les Belleville,73257,Les Belleville,2018
73257,Les Belleville,73244,Saint-Jean-de-Belleville ,2018
74212,Glières-Val-de-Borne,74212,Le Petit-Bornand-les-Glières ,2018
74212,Glières-Val-de-Borne,74110,Entremont,2018
74289,Vallières-sur-Fier,74289,Vallières,2018
74289,Vallières-sur-Fier,74274,Val-de-Fier  ,2018
76034,Val-de-Scie,76034,Auffay,2018
76034,Val-de-Scie,76191,Cressy,2018
76034,Val-de-Scie,76674,Sévis,2018
76041,Les Hauts-de-Caux,76041,Autretot ,2018
76041,Les Hauts-de-Caux,76729,Veauville-lès-Baons,2018
77109,Chenoise-Cucharmoy,77109,Chenoise,2018
77109,Chenoise-Cucharmoy,77149,Cucharmoy ,2018
77433,Beautheil-Saints,77433,Saints,2018
77433,Beautheil-Saints,77028,Beautheil,2018
77504,Villemaréchal ,77504,Villemaréchal ,2018
77504,Villemaréchal ,77399,Saint-Ange-le-Viel ,2018
78158,Le Chesnay-Rocquencourt  ,78158,Le Chesnay  ,2018
78158,Le Chesnay-Rocquencourt  ,78524,Rocquencourt ,2018
78320,Notre-Dame-de-la-Mer,78320,Jeufosse,2018
78320,Notre-Dame-de-la-Mer,78503,Port-Villez ,2018
78551,Saint-Germain-en-Laye ,78551,Saint-Germain-en-Laye ,2018
78551,Saint-Germain-en-Laye ,78251,Fourqueux  ,2018
79005,Airvault,79005,Airvault ,2018
79005,Airvault,79325,Tessonnière ,2018
79014,Loretz-d’Argenton,79014,Argenton-l’Église ,2018
79014,Loretz-d’Argenton,79043,Bouillé-Loretz,2018
79061,Celles-sur-Belle ,79061,Celles-sur-Belle ,2018
79061,Celles-sur-Belle ,79282,Saint-Médard ,2018
79064,Fontivillié,79064,Chail,2018
79064,Fontivillié,79314,Sompt,2018
79077,Beugnon-Thireuil,79077,La Chapelle-Thireuil ,2018
79077,Beugnon-Thireuil,79035,Le Beugnon,2018
79083,Chef-Boutonne ,79083,Chef-Boutonne ,2018
79083,Chef-Boutonne ,79027,La Bataille ,2018
79083,Chef-Boutonne ,79107,Crézières ,2018
79083,Chef-Boutonne ,79330,Tillou ,2018
79105,Les Châteliers,79105,Coutières  ,2018
79105,Les Châteliers,79068,Chantecorps  ,2018
79140,Valdelaume,79140,Hanc,2018
79140,Valdelaume,79011,Ardilleux,2018
79140,Valdelaume,79045,Bouin,2018
79140,Valdelaume,79211,Pioussay,2018
79174,Melle,79174,Melle,2018
79174,Melle,79173,Mazières-sur-Béronne,2018
79174,Melle,79199,Paizay-le-Tort,2018
79174,Melle,79264,Saint-Léger-de-la-Martinière ,2018
79174,Melle,79279,Saint-Martin-lès-Melle ,2018
79179,Moncoutant-sur-Sèvre,79179,Moncoutant ,2018
79179,Moncoutant-sur-Sèvre,79051,Le Breuil-Bernard ,2018
79179,Moncoutant-sur-Sèvre,79075,La Chapelle-Saint-Étienne ,2018
79179,Moncoutant-sur-Sèvre,79188,Moutiers-sous-Chantemerle ,2018
79179,Moncoutant-sur-Sèvre,79222,Pugny ,2018
79179,Moncoutant-sur-Sèvre,79261,Saint-Jouin-de-Milly ,2018
79185,Aigondigné,79185,Mougon-Thorigné ,2018
79185,Aigondigné,79004,Aigonnay  ,2018
79185,Aigondigné,79240,Sainte-Blandine ,2018
79196,Plaine-et-Vallées,79196,Oiron ,2018
79196,Plaine-et-Vallées,79054,Brie ,2018
79196,Plaine-et-Vallées,79260,Saint-Jouin-de-Marnes ,2018
79196,Plaine-et-Vallées,79321,Taizé-Maulais ,2018
79217,Prailles-La Couarde,79217,Prailles ,2018
79217,Prailles-La Couarde,79098,La Couarde,2018
79251,Marcillé,79251,Saint-Génard,2018
79251,Marcillé,79214,Pouffonds,2018
79285,Saint-Pardoux-Soutiers,79285,Saint-Pardoux,2018
79285,Saint-Pardoux-Soutiers,79318,Soutiers ,2018
79329,Thouars ,79329,Thouars ,2018
79329,Thouars ,79171,Mauzé-Thouarsais ,2018
79329,Thouars ,79178,Missé ,2018
79329,Thouars ,79292,Sainte-Radegonde ,2018
79334,Val-du-Mignon,79334,Usseau,2018
79334,Val-du-Mignon,79219,Priaires,2018
79334,Val-du-Mignon,79328,Thorigny-sur-le-Mignon ,2018
80442,Hombleux,80442,Hombleux,2018
80442,Hombleux,80389,Grécourt ,2018
80485,Ô-de-Selle,80485,Lœuilly ,2018
80485,Ô-de-Selle,80594,Neuville-lès-Lœuilly ,2018
80485,Ô-de-Selle,80761,Tilloy-lès-Conty ,2018
80505,Carnoy-Mametz,80505,Mametz  ,2018
80505,Carnoy-Mametz,80175,Carnoy,2018
80509,Marchélepot-Misery ,80509,Marchélepot ,2018
80509,Marchélepot-Misery ,80551,Misery ,2018
80625,Trois-Rivières,80625,Pierrepont-sur-Avre  ,2018
80625,Trois-Rivières,80209,Contoire ,2018
80625,Trois-Rivières,80419,Hargicourt  ,2018
81233,Terre-de-Bancalié,81233,Roumégoux ,2018
81233,Terre-de-Bancalié,81226,Ronel ,2018
81233,Terre-de-Bancalié,81241,Saint-Antonin-de-Lacalm ,2018
81233,Terre-de-Bancalié,81260,Saint-Lieux-Lafenasse ,2018
81233,Terre-de-Bancalié,81296,Terre-Clapier ,2018
81233,Terre-de-Bancalié,81301,Le Travet ,2018
85146,Montaigu-Vendée,85146,Montaigu,2018
85146,Montaigu-Vendée,85027,Boufféré ,2018
85146,Montaigu-Vendée,85107,La Guyonnière ,2018
85146,Montaigu-Vendée,85217,Saint-Georges-de-Montaigu ,2018
85146,Montaigu-Vendée,85224,Saint-Hilaire-de-Loulay ,2018
85162,Rives-d’Autise,85162,Nieul-sur-l'Autise ,2018
85162,Rives-d’Autise,85168,Oulmes ,2018
85177,Les Velluire-sur-Vendée,85177,Le Poiré-sur-Velluire,2018
85177,Les Velluire-sur-Vendée,85299,Velluire,2018
85194,Les Sables-d'Olonne ,85194,Les Sables-d'Olonne ,2018
85194,Les Sables-d'Olonne ,85060,Château-d'Olonne ,2018
85194,Les Sables-d'Olonne ,85166,Olonne-sur-Mer ,2018
85302,Chanverrie,85302,La Verrie ,2018
85302,Chanverrie,85048,Chambretaud  ,2018
86082,Valence-en-Poitou,86082,Couhé  ,2018
86082,Valence-en-Poitou,86043,Ceaux-en-Couhé ,2018
86082,Valence-en-Poitou,86067,Châtillon  ,2018
86082,Valence-en-Poitou,86188,Payré  ,2018
86082,Valence-en-Poitou,86278,Vaux  ,2018
86123,Boivre-la-Vallée,86123,Lavausseau,2018
86123,Boivre-la-Vallée,86021,Benassay,2018
86123,Boivre-la-Vallée,86056,La Chapelle-Montreuil,2018
86123,Boivre-la-Vallée,86166,Montreuil-Bonnin,2018
86281,Saint-Martin-la-Pallu,86281,Saint Martin la Pallu,2018
86281,Saint-Martin-la-Pallu,86277,Varennes,2018
87028,Val-d’Oire-et-Gartempe,87028,Bussière-Poitevine ,2018
87028,Val-d’Oire-et-Gartempe,87055,Darnac,2018
87028,Val-d’Oire-et-Gartempe,87136,Saint-Barbant ,2018
87028,Val-d’Oire-et-Gartempe,87196,Thiat ,2018
87128,Saint-Pardoux-le-Lac ,87128,Roussac,2018
87128,Saint-Pardoux-le-Lac ,87173,Saint-Pardoux ,2018
87128,Saint-Pardoux-le-Lac ,87184,Saint-Symphorien-sur-Couze ,2018
89197,Guillon-Terre-Plaine,89197,Guillon ,2018
89197,Guillon-Terre-Plaine,89109,Cisery ,2018
89197,Guillon-Terre-Plaine,89381,Sceaux  ,2018
89197,Guillon-Terre-Plaine,89421,Trévilly  ,2018
89197,Guillon-Terre-Plaine,89448,Vignes ,2018
89420,Treigny-Perreuse-Sainte-Colombe,89420,Treigny  ,2018
89420,Treigny-Perreuse-Sainte-Colombe,89340,Sainte-Colombe-sur-Loing  ,2018
90068,Meroux-Moval,90068,Meroux,2018
90068,Meroux-Moval,90073,Moval,2018
91228,Évry-Courcouronnes  ,91228,Évry ,2018
91228,Évry-Courcouronnes  ,91182,Courcouronnes ,2018
91390,Le Mérévillois,91390,Méréville ,2018
91390,Le Mérévillois,91222,Estouches ,2018
01095,Nivigne et Suran,01095,Chavannes-sur-Suran,2016
01095,Nivigne et Suran,01172,Germagnat,2016
01098,Chazey-Bons,01098,Chazey-Bons,2016
01098,Chazey-Bons,01316,Pugieu,2016
03168,Meaulne-Vitray,03168,Meaulne,2016
03168,Meaulne-Vitray,03318,Vitray,2016
04033,Ubaye-Serre-Ponçon,04033,Bréole (La),2016
04033,Ubaye-Serre-Ponçon,04198,Saint-Vincent-les-Forts,2016
05101,Vallouise-Pelvoux,05101,Pelvoux,2016
05101,Vallouise-Pelvoux,05175,Vallouise,2016
08053,Bazeilles,08053,Bazeilles,2016
08053,Bazeilles,08371,Rubécourt-et-Lamécourt,2016
08053,Bazeilles,08475,Villers-Cernay,2016
08490,Vouziers,08490,Vouziers,2016
08490,Vouziers,08443,Terron-sur-Aisne,2016
08490,Vouziers,08493,Vrizy,2016
08491,Vrigne aux Bois,08491,Vrigne-aux-Bois,2016
08491,Vrigne aux Bois,08072,Bosseval-et-Briancourt,2016
09062,Bordes-Uchentein,09062,Bordes-sur-Lez (Les),2016
09062,Bordes-Uchentein,09317,Uchentein,2016
12090,Druelle Balsac ,12090,Druelle,2016
12090,Druelle Balsac ,12020,Balsac,2016
14005,Valambray,14005,Airan,2016
14005,Valambray,14074,Billy,2016
14005,Valambray,14176,Conteville,2016
14005,Valambray,14268,Fierville-Bray,2016
14005,Valambray,14517,Poussy-la-Campagne,2016
14011,Aurseulles,14011,Anctoville,2016
14011,Aurseulles,14376,Longraye,2016
14011,Aurseulles,14581,Saint-Germain-d'Ectot,2016
14011,Aurseulles,14695,Torteval-Quesnay,2016
14027,Monts d'Aunay (Les),14027,Aunay-sur-Odon,2016
14027,Monts d'Aunay (Les),14056,Bauquay,2016
14027,Monts d'Aunay (Les),14128,Campandré-Valcongrain,2016
14027,Monts d'Aunay (Les),14219,Danvou-la-Ferrière,2016
14027,Monts d'Aunay (Les),14477,Ondefontaine,2016
14027,Monts d'Aunay (Les),14508,Plessis-Grimoult (Le),2016
14027,Monts d'Aunay (Les),14544,Roucamps,2016
14098,Thue et Mue,14098,Bretteville-l'Orgueilleuse,2016
14098,Thue et Mue,14109,Brouay,2016
14098,Thue et Mue,14157,Cheux,2016
14098,Thue et Mue,14423,Mesnil-Patry (Le),2016
14098,Thue et Mue,14525,Putot-en-Bessin,2016
14098,Thue et Mue,14568,Sainte-Croix-Grand-Tonne,2016
14143,Caumont-sur-Aure,14143,Caumont-l'Éventé,2016
14143,Caumont-sur-Aure,14372,Livry,2016
14143,Caumont-sur-Aure,14722,Vacquerie (La),2016
14200,Creully sur Seulles,14200,Creully,2016
14200,Creully sur Seulles,14577,Saint-Gabriel-Brécy,2016
14200,Creully sur Seulles,14757,Villiers-le-Sec,2016
14281,Formigny La Bataille,14281,Formigny,2016
14281,Formigny La Bataille,14004,Aignerville,2016
14281,Formigny La Bataille,14235,Écrammeville,2016
14281,Formigny La Bataille,14382,Louvières,2016
14342,Isigny-sur-Mer,14342,Isigny-sur-Mer,2016
14342,Isigny-sur-Mer,14142,Castilly,2016
14342,Isigny-sur-Mer,14481,Oubeaux (Les),2016
14342,Isigny-sur-Mer,14462,Neuilly-la-Forêt,2016
14342,Isigny-sur-Mer,14763,Vouilly,2016
14347,Dialan sur Chaîne,14347,Jurques,2016
14347,Dialan sur Chaîne,14413,Mesnil-Auzouf (Le),2016
14349,Laize-Clinchamps,14349,Laize-la-Ville,2016
14349,Laize-Clinchamps,14164,Clinchamps-sur-Orne,2016
14355,Ponts sur Seulles,14355,Lantheuil,2016
14355,Ponts sur Seulles,14008,Amblie,2016
14355,Ponts sur Seulles,14690,Tierceville,2016
14406,Moulins en Bessin,14406,Martragny,2016
14406,Moulins en Bessin,14186,Coulombs,2016
14406,Moulins en Bessin,14212,Cully,2016
14406,Moulins en Bessin,14548,Rucqueville,2016
14410,Méry-Bissières-en-Auge,14410,Méry-Corbon,2016
14410,Méry-Bissières-en-Auge,14075,Bissières,2016
14357,Terres de Druance,14357,Lassy,2016
14357,Terres de Druance,14597,Saint-Jean-le-Blanc,2016
14357,Terres de Druance,14662,Saint-Vigor-des-Mézerets,2016
14431,Mézidon Vallée d'Auge,14431,Mézidon-Canon,2016
14431,Mézidon Vallée d'Auge,14031,Authieux-Papion (Les),2016
14431,Mézidon Vallée d'Auge,14189,Coupesarte,2016
14431,Mézidon Vallée d'Auge,14201,Crèvecœur-en-Auge,2016
14431,Mézidon Vallée d'Auge,14208,Croissanville,2016
14431,Mézidon Vallée d'Auge,14313,Grandchamp-le-Château,2016
14431,Mézidon Vallée d'Auge,14359,Lécaude,2016
14431,Mézidon Vallée d'Auge,14386,Magny-la-Campagne,2016
14431,Mézidon Vallée d'Auge,14387,Magny-le-Freule,2016
14431,Mézidon Vallée d'Auge,14422,Mesnil-Mauger (Le),2016
14431,Mézidon Vallée d'Auge,14444,Monteille,2016
14431,Mézidon Vallée d'Auge,14493,Percy-en-Auge,2016
14431,Mézidon Vallée d'Auge,14600,Saint-Julien-le-Faucon,2016
14431,Mézidon Vallée d'Auge,14749,Vieux-Fumé,2016
14456,Moult-Chicheboville,14456,Moult,2016
14456,Moult-Chicheboville,14158,Chicheboville,2016
14475,Val d'Arry,14475,Noyers-Missy,2016
14475,Val d'Arry,14373,Locheur (Le),2016
14475,Val d'Arry,14702,Tournay-sur-Odon,2016
14527,Belle Vie en Auge,14527,Biéville-Quétiéville,2016
14527,Belle Vie en Auge,14608,Saint-Loup-de-Fribois,2016
14579,Seulline,14579,Seulline,2016
14579,Seulline,14073,Bigne (La),2016
14591,Aure sur Mer,14591,Sainte-Honorine-des-Pertes,2016
14591,Aure sur Mer,14551,Russy,2016
14654,Saint-Pierre-en-Auge,14654,Saint-Pierre-sur-Dives,2016
14654,Saint-Pierre-en-Auge,14081,Boissey,2016
14654,Saint-Pierre-en-Auge,14099,Bretteville-sur-Dives,2016
14654,Saint-Pierre-en-Auge,14331,Hiéville,2016
14654,Saint-Pierre-en-Auge,14472,Oudon (L'),2016
14654,Saint-Pierre-en-Auge,14433,Mittois,2016
14654,Saint-Pierre-en-Auge,14450,Montviette,2016
14654,Saint-Pierre-en-Auge,14489,Ouville-la-Bien-Tournée,2016
14654,Saint-Pierre-en-Auge,14580,Saint-Georges-en-Auge,2016
14654,Saint-Pierre-en-Auge,14616,Sainte-Marguerite-de-Viette,2016
14654,Saint-Pierre-en-Auge,14688,Thiéville,2016
14654,Saint-Pierre-en-Auge,14729,Vaudeloges,2016
14654,Saint-Pierre-en-Auge,14750,Vieux-Pont-en-Auge,2016
14658,Noues de Sienne,14658,Saint-Sever-Calvados,2016
14658,Noues de Sienne,14151,Champ-du-Boult,2016
14658,Noues de Sienne,14192,Courson,2016
14658,Noues de Sienne,14279,Fontenermont,2016
14658,Noues de Sienne,14296,Gast (Le),2016
14658,Noues de Sienne,14415,Mesnil-Benoist (Le),2016
14658,Noues de Sienne,14416,Mesnil-Caussois (Le),2016
14658,Noues de Sienne,14417,Mesnil-Clinchamps,2016
14658,Noues de Sienne,14611,Saint-Manvieu-Bocage,2016
14658,Noues de Sienne,14671,Sept-Frères,2016
14672,Val de Drôme,14672,Sept-Vents,2016
14672,Val de Drôme,14217,Dampierre,2016
14672,Val de Drôme,14350,Lande-sur-Drôme (La),2016
14672,Val de Drôme,14596,Saint-Jean-des-Essartiers,2016
14712,Saline,14712,Troarn,2016
14712,Saline,14666,Sannerville,2016
15138,Murat,15138,Murat,2016
15138,Murat,15044,Chastel-sur-Murat ,2016
15141,Neussargues en Pinatelle,15141,Neussargues-Moissac,2016
15141,Neussargues en Pinatelle,15031,Celles,2016
15141,Neussargues en Pinatelle,15035,Chalinargues,2016
15141,Neussargues en Pinatelle,15047,Chavagnac,2016
15141,Neussargues en Pinatelle,15171,Sainte-Anastasie,2016
15142,Neuvéglise-sur-Truyère,15142,Neuvéglise,2016
15142,Neuvéglise-sur-Truyère,15099,Lavastrie,2016
15142,Neuvéglise-sur-Truyère,15145,Oradour,2016
15142,Neuvéglise-sur-Truyère,15227,Sériers,2016
16023,Aunac-sur-Charente,16023,Aunac,2016
16023,Aunac-sur-Charente,16033,Bayers,2016
16023,Aunac-sur-Charente,16094,Chenommet,2016
16046,Côteaux du Blanzacais,16046,Blanzac-Porcheresse,2016
16046,Côteaux du Blanzacais,16115,Cressac-Saint-Genis,2016
16204,Bellevigne,16204,Malaville,2016
16204,Bellevigne,16129,Éraville ,2016
16204,Bellevigne,16247,Nonaville,2016
16204,Bellevigne,16386,Touzac,2016
16204,Bellevigne,16417,Viville,2016
16230,Montmoreau,16230,Montmoreau-Saint-Cybard,2016
16230,Montmoreau,16004,Aignes-et-Puypéroux,2016
16230,Montmoreau,16294,Saint-Amant-de-Montmoreau,2016
16230,Montmoreau,16314,Saint-Eutrope,2016
16230,Montmoreau,16328,Saint-Laurent-de-Belzagot,2016
19010,Argentat-sur-Dordogne,19010,Argentat,2016
19010,Argentat-sur-Dordogne,19183,Saint-Bazile-de-la-Roche,2016
19252,Sarroux - Saint Julien,19252,Sarroux,2016
19252,Sarroux - Saint Julien,19218,Saint-Julien-près-Bort,2016
21195,Cormot-Vauchignon,21195,Cormot-le-Grand,2016
21195,Cormot-Vauchignon,21658,Vauchignon,2016
22055,Binic-Étables-sur-Mer,22055,Étables-sur-Mer,2016
22055,Binic-Étables-sur-Mer,22007,Binic,2016
22107,Bon Repos sur Blavet,22107,Laniscat,2016
22107,Bon Repos sur Blavet,22167,Perret,2016
22107,Bon Repos sur Blavet,22290,Saint-Gelven,2016
22158,Guerlédan,22158,Mûr-de-Bretagne,2016
22158,Guerlédan,22298,Saint-Guen,2016
22209,Beaussais-sur-Mer,22209,Ploubalay,2016
22209,Beaussais-sur-Mer,22192,Plessix-Balisson,2016
22209,Beaussais-sur-Mer,22357,Trégon,2016
23192,Fursac,23192,Saint-Étienne-de-Fursac,2016
23192,Fursac,23231,Saint-Pierre-de-Fursac,2016
24026,Bassillac et Auberoche,24026,Bassillac,2016
24026,Bassillac et Auberoche,24044,Blis-et-Born,2016
24026,Bassillac et Auberoche,24103,Change (Le),2016
24026,Bassillac et Auberoche,24166,Eyliac,2016
24026,Bassillac et Auberoche,24270,Milhac-d'Auberoche,2016
24026,Bassillac et Auberoche,24369,Saint-Antoine-d'Auberoche,2016
24053,Boulazac Isle Manoire,24053,Boulazac Isle Manoire,2016
24053,Boulazac Isle Manoire,24447,Sainte-Marie-de-Chignac,2016
24087,Castels et Bézenac,24087,Castels,2016
24087,Castels et Bézenac,24041,Bézenac,2016
24117,Coteaux Périgourdins (Les),24117,Chavagnac,2016
24117,Coteaux Périgourdins (Les),24204,Grèzes,2016
24147,Cubjac-Auvézère-Val d'Ans,24147,Cubjac,2016
24147,Cubjac-Auvézère-Val d'Ans,24047,Boissière-d'Ans (La),2016
24147,Cubjac-Auvézère-Val d'Ans,24475,Saint-Pantaly-d'Ans,2016
24216,Jemaye-Ponteyraud (La),24216,Jemaye (La),2016
24216,Jemaye-Ponteyraud (La),24333,Ponteyraud,2016
24253,Mareuil en Périgord,24253,Mareuil,2016
24253,Mareuil en Périgord,24033,Beaussac,2016
24253,Mareuil en Périgord,24099,Champeaux-et-la-Chapelle-Pommier,2016
24253,Mareuil en Périgord,24203,Graulges (Les),2016
24253,Mareuil en Périgord,24235,Léguillac-de-Cercles,2016
