DepComN,NomCN,DepComA,NomCA,annee
25078,Bouclans,25587,Vauchamps,2017
25368,Marchaux-Chaudefontaine,25368,Marchaux,2017
25368,Marchaux-Chaudefontaine,25137,Chaudefontaine,2017
27089,Thénouville,27089,Thénouville,2017
27089,Thénouville,27657,Touville,2017
27290,Goupil-Othon,27290,Goupillières,2017
27290,Goupil-Othon,27642,Le Tilleul-Othon,2017
27447,Le Val-Doré,27447,Orvaux,2017
27447,Le Val-Doré,27268,Le Fresne,2017
27447,Le Val-Doré,27402,Le Mesnil-Hardray,2017
27467,Pont-Audemer,27467,Pont-Audemer,2017
27467,Pont-Audemer,27549,Saint-Germain-Village,2017
27471,Porte-de-Seine,27471,Porte-Joie,2017
27471,Porte-de-Seine,27651,Tournedos-sur-Seine,2017
28127,Dangeau,28127,Dangeau,2017
28127,Dangeau,28066,Bullou,2017
28127,Dangeau,28250,Mézières-au-Perche,2017
31277,Lasserre-Pradère,31277,Lasserre,2017
31277,Lasserre-Pradère,31438,Pradère-les-Bourguets,2017
37254,Tauxigny-Saint-Bauld,37254,Tauxigny,2017
37254,Tauxigny-Saint-Bauld,37209,Saint-Bauld,2017
39016,Arinthod,39016,Arinthod,2017
39016,Arinthod,39148,Chisséria,2017
39209,Val-d'Épy,39209,Val d'Épy,2017
39209,Val-d'Épy,39036,La Balme-d'Épy,2017
39583,Vosbles-Valfin,39583,Vosbles,2017
39583,Vosbles-Valfin,39542,Valfin-sur-Valouse,2017
41248,Couëtron-au-Perche,41248,Souday,2017
41248,Couëtron-au-Perche,41005,Arville,2017
41248,Couëtron-au-Perche,41165,Oigny,2017
41248,Couëtron-au-Perche,41197,Saint-Agil,2017
41248,Couëtron-au-Perche,41202,Saint-Avit,2017
44180,Vallons-de-l'Erdre,44180,Saint-Mars-la-Jaille,2017
44180,Vallons-de-l'Erdre,44017,Bonnœuvre,2017
44180,Vallons-de-l'Erdre,44093,Maumusson,2017
44180,Vallons-de-l'Erdre,44191,Saint-Sulpice-des-Landes,2017
44180,Vallons-de-l'Erdre,44219,Vritz,2017
44180,Vallons-de-l'Erdre,49144,Freigné,2017
46262,Lendou-en-Quercy,46262,Saint-Cyprien,2017
46262,Lendou-en-Quercy,46158,Lascabanes,2017
46262,Lendou-en-Quercy,46274,Saint-Laurent-Lolmie,2017
49261,Gennes-Val-de-Loire,49261,Les Rosiers-sur-Loire,2017
49261,Gennes-Val-de-Loire,49149,Gennes-Val de Loire,2017
49261,Gennes-Val-de-Loire,49304,Saint-Martin-de-la-Place,2017
50409,Pont-Hébert,50409,Pont-Hébert,2017
50409,Pont-Hébert,50248,Le Hommet-d'Arthenay,2017
50592,Tessy-Bocage,50592,Tessy Bocage,2017
50592,Tessy-Bocage,14513,Pont-Farcy,2017
51612,Blancs-Coteaux,51612,Vertus,2017
51612,Blancs-Coteaux,51271,Gionges,2017
51612,Blancs-Coteaux,51411,Oger,2017
51612,Blancs-Coteaux,51651,Voipreux,2017
53124,Prée-d'Anjou,53124,Laigné,2017
53124,Prée-d'Anjou,53004,Ampoigné,2017
60644,Trie-Château,60644,Trie-Château,2017
60644,Trie-Château,60690,Villers-sur-Trie,2017
61153,Écouché-les-Vallées,61153,Écouché-les-Vallées,2017
61153,Écouché-les-Vallées,61173,Fontenai-sur-Orne,2017
61194,Monts-sur-Orne,61194,Goulet,2017
61194,Monts-sur-Orne,61285,Montgaroult,2017
61194,Monts-sur-Orne,61468,Sentilly,2017
61429,Charencey,61429,Saint-Maurice-lès-Charencey,2017
61429,Charencey,61299,Moussonvilliers,2017
61429,Charencey,61311,Normandel,2017
67153,Geiswiller-Zœbersdorf,67153,Geiswiller,2017
67153,Geiswiller-Zœbersdorf,67560,Zœbersdorf,2017
69179,Beauvallon,69179,Saint-Andéol-le-Château,2017
69179,Beauvallon,69048,Chassagny,2017
69179,Beauvallon,69213,Saint-Jean-de-Touslas,2017
72176,Le Lude,72176,Le Lude,2017
72176,Le Lude,72117,Dissé-sous-le-Lude,2017
79078,Plaine-d'Argenson,79078,Prissé-la-Charrière,2017
79078,Plaine-d'Argenson,79033,Belleville,2017
79078,Plaine-d'Argenson,79039,Boisserolles,2017
79078,Plaine-d'Argenson,79247,Saint-Étienne-la-Cigogne,2017
95040,Avernes,95040,Avernes,2017
95040,Avernes,95259,Gadancourt,2017
01015,Arboys en Bugey,01015,Arbignieu,2015
01015,Arboys en Bugey,01340,Saint-Bois,2015
01080,Champdor-Corcelles,01080,Champdor,2015
01080,Champdor-Corcelles,01119,Corcelles,2015
01187,Haut Valromey,01187,Hotonnes,2015
01187,Haut Valromey,01176,Grand-Abergement (Le),2015
01187,Haut Valromey,01292,Petit-Abergement (Le),2015
01187,Haut Valromey,01409,Songieu,2015
01204,Poizat-Lalleyriat (Le),01204,Lalleyriat,2015
01204,Poizat-Lalleyriat (Le),01300,Poizat (Le),2015
01286,Parves et Nattages,01286,Parves,2015
01286,Parves et Nattages,01271,Nattages,2015
01338,Groslée-Saint-Benoit,01338,Saint-Benoît,2015
01338,Groslée-Saint-Benoit,01182,Groslée,2015
01426,Val-Revermont,01426,Treffort-Cuisiat,2015
01426,Val-Revermont,01312,Pressiat,2015
02053,Vallées en Champagne,02053,Baulne-en-Brie,2015
02053,Vallées en Champagne,02161,Chapelle-Monthodon (La),2015
02053,Vallées en Champagne,02669,Saint-Agnan,2015
02439,Septvallons (Les),02439,Longueval-Barbonval,2015
02439,Septvallons (Les),02348,Glennes,2015
02439,Septvallons (Les),02479,Merval,2015
02439,Septvallons (Les),02597,Perles,2015
02439,Septvallons (Les),02646,Révillon,2015
02439,Septvallons (Les),02771,Vauxcéré,2015
02439,Septvallons (Les),02811,Villers-en-Prayères,2015
02458,Dhuys et Morin-en-Brie,02458,Marchais-en-Brie,2015
02458,Dhuys et Morin-en-Brie,02026,Artonges,2015
02458,Dhuys et Morin-en-Brie,02147,Celle-sous-Montmirail (La),2015
02458,Dhuys et Morin-en-Brie,02325,Fontenelle-en-Brie,2015
03158,Haut-Bocage,03158,Maillet,2015
03158,Haut-Bocage,03123,Givarlais,2015
03158,Haut-Bocage,03153,Louroux-Hodement,2015
04120,Val d'Oronaye,04120,Meyronnes,2015
04120,Val d'Oronaye,04100,Larche,2015
05053,Garde-Colombe,05053,Eyguians,2015
05053,Garde-Colombe,05069,Lagrand,2015
05053,Garde-Colombe,05143,Saint-Genis,2015
05118,Val Buëch-Méouge,05118,Ribiers,2015
05118,Val Buëch-Méouge,05005,Antonaves,2015
05118,Val Buëch-Méouge,05034,Châteauneuf-de-Chabre,2015
08115,Chémery-Chéhéry,08115,Chémery-sur-Bar,2015
08115,Chémery-Chéhéry,08114,Chéhéry,2015
08116,Bairon et ses environs,08116,Chesne (Le),2015
08116,Bairon et ses environs,08007,Alleux (Les),2015
08116,Bairon et ses environs,08261,Louvergny,2015
08145,Douzy,08145,Douzy,2015
08145,Douzy,08267,Mairy,2015
08198,Grandpré,08198,Grandpré,2015
08198,Grandpré,08441,Termes,2015
08311,Mouzon,08311,Mouzon,2015
08311,Mouzon,08009,Amblimont,2015
10003,Aix-Villemaur-Pâlis,10003,Aix-en-Othe,2015
10003,Aix-Villemaur-Pâlis,10277,Palis,2015
10003,Aix-Villemaur-Pâlis,10415,Villemaur-sur-Vanne,2015
11080,Val de Lambronne,11080,Caudeval,2015
11080,Val de Lambronne,11171,Gueytes-et-Labastide,2015
11304,Quillan,11304,Quillan,2015
11304,Quillan,11050,Brenac,2015
12021,Bas Ségala (Le),12021,Bastide-l'Évêque (La),2015
12021,Bas Ségala (Le),12245,Saint-Salvadou,2015
12021,Bas Ségala (Le),12285,Vabre-Tizac,2015
12076,Conques-en-Rouergue,12076,Conques,2015
12076,Conques-en-Rouergue,12114,Grand-Vabre,2015
12076,Conques-en-Rouergue,12173,Noailhac,2015
12076,Conques-en-Rouergue,12218,Saint-Cyprien-sur-Dourdou,2015
12120,Laissac-Sévérac l'Eglise,12120,Laissac,2015
12120,Laissac-Sévérac l'Eglise,12271,Sévérac-l'Église,2015
12177,Palmas d'Aveyron,12177,Palmas,2015
12177,Palmas d'Aveyron,12081,Coussergues,2015
12177,Palmas d'Aveyron,12087,Cruéjouls,2015
12223,Argences en Aubrac,12223,Sainte-Geneviève-sur-Argence,2015
12223,Argences en Aubrac,12005,Alpuech,2015
12223,Argences en Aubrac,12112,Graissac,2015
12223,Argences en Aubrac,12117,Lacalm,2015
12223,Argences en Aubrac,12279,Terrisse (La),2015
12223,Argences en Aubrac,12304,Vitrac-en-Viadène,2015
12224,Saint Geniez d'Olt et d'Aubrac,12224,Saint-Geniez-d'Olt,2015
12224,Saint Geniez d'Olt et d'Aubrac,12014,Aurelle-Verlac,2015
12270,Sévérac d'Aveyron,12270,Sévérac-le-Château,2015
12270,Sévérac d'Aveyron,12040,Buzeins,2015
12270,Sévérac d'Aveyron,12123,Lapanouse,2015
12270,Sévérac d'Aveyron,12126,Lavernhe,2015
12270,Sévérac d'Aveyron,12196,Recoules-Prévinquières,2015
14014,Colomby-Anguerny,14014,Anguerny,2015
14014,Colomby-Anguerny,14170,Colomby-sur-Thaon,2015
14035,Balleroy-sur-Drôme,14035,Balleroy,2015
14035,Balleroy-sur-Drôme,14727,Vaubadon,2015
14037,Malherbe-sur-Ajon,14037,Banneville-sur-Ajon,2015
14037,Malherbe-sur-Ajon,14553,Saint-Agnan-le-Malherbe,2015
14061,Souleuvre en Bocage,14061,Bény-Bocage (Le),2015
14061,Souleuvre en Bocage,14052,Beaulieu,2015
14061,Souleuvre en Bocage,14115,Bures-les-Monts,2015
14061,Souleuvre en Bocage,14129,Campeaux,2015
14061,Souleuvre en Bocage,14139,Carville,2015
14061,Souleuvre en Bocage,14255,Étouvy,2015
14061,Souleuvre en Bocage,14264,Ferrière-Harang (La),2015
14061,Souleuvre en Bocage,14317,Graverie (La),2015
14061,Souleuvre en Bocage,14395,Malloué,2015
14061,Souleuvre en Bocage,14440,Montamy,2015
14061,Souleuvre en Bocage,14441,Mont-Bertrand,2015
14061,Souleuvre en Bocage,14443,Montchauvet,2015
14061,Souleuvre en Bocage,14532,Reculey (Le),2015
14061,Souleuvre en Bocage,14573,Saint-Denis-Maisoncelles,2015
14061,Souleuvre en Bocage,14618,Sainte-Marie-Laumont,2015
14061,Souleuvre en Bocage,14629,Saint-Martin-des-Besaces,2015
14061,Souleuvre en Bocage,14632,Saint-Martin-Don,2015
14061,Souleuvre en Bocage,14636,Saint-Ouen-des-Besaces,2015
14061,Souleuvre en Bocage,14655,Saint-Pierre-Tarentaine,2015
14061,Souleuvre en Bocage,14704,Tourneur (Le),2015
14174,Condé-en-Normandie,14174,Condé-sur-Noireau,2015
14174,Condé-en-Normandie,14152,Chapelle-Engerbold (La),2015
14174,Condé-en-Normandie,14361,Lénault,2015
14174,Condé-en-Normandie,14523,Proussy,2015
14174,Condé-en-Normandie,14585,Saint-Germain-du-Crioult,2015
14174,Condé-en-Normandie,14653,Saint-Pierre-la-Vieille,2015
14371,Livarot-Pays-d'Auge,14371,Livarot,2015
14371,Livarot-Pays-d'Auge,14028,Auquainville,2015
14371,Livarot-Pays-d'Auge,14029,Autels-Saint-Bazile (Les),2015
14371,Livarot-Pays-d'Auge,14058,Bellou,2015
14371,Livarot-Pays-d'Auge,14148,Cerqueux,2015
14371,Livarot-Pays-d'Auge,14155,Cheffreville-Tonnencourt,2015
14371,Livarot-Pays-d'Auge,14210,Croupte (La),2015
14371,Livarot-Pays-d'Auge,14259,Familly,2015
14371,Livarot-Pays-d'Auge,14265,Fervaques,2015
14371,Livarot-Pays-d'Auge,14330,Heurtevent,2015
14371,Livarot-Pays-d'Auge,14414,Mesnil-Bacley (Le),2015
14371,Livarot-Pays-d'Auge,14418,Mesnil-Durand (Le),2015
14371,Livarot-Pays-d'Auge,14420,Mesnil-Germain (Le),2015
14371,Livarot-Pays-d'Auge,14429,Meulles,2015
14371,Livarot-Pays-d'Auge,14459,Moutiers-Hubert (Les),2015
14371,Livarot-Pays-d'Auge,14471,Notre-Dame-de-Courson,2015
14371,Livarot-Pays-d'Auge,14518,Préaux-Saint-Sébastien,2015
14371,Livarot-Pays-d'Auge,14615,Sainte-Marguerite-des-Loges,2015
14371,Livarot-Pays-d'Auge,14633,Saint-Martin-du-Mesnil-Oury,2015
14371,Livarot-Pays-d'Auge,14634,Saint-Michel-de-Livet,2015
14371,Livarot-Pays-d'Auge,14638,Saint-Ouen-le-Houx,2015
14371,Livarot-Pays-d'Auge,14696,Tortisambert,2015
14475,Noyers-Missy,14475,Noyers-Bocage,2015
14475,Noyers-Missy,14432,Missy,2015
14543,Rots,14543,Rots,2015
14543,Rots,14356,Lasson,2015
14543,Rots,14670,Secqueville-en-Bessin,2015
14570,Valorbiquet,14570,Saint-Cyr-du-Ronceray,2015
14570,Valorbiquet,14154,Chapelle-Yvon (La),2015
14570,Valorbiquet,14599,Saint-Julien-de-Mailloc,2015
14570,Valorbiquet,14647,Saint-Pierre-de-Mailloc,2015
14570,Valorbiquet,14693,Tordouet,2015
14576,Val-de-Vie,14576,Sainte-Foy-de-Montgommery,2015
14576,Val-de-Vie,14105,Brévière (La),2015
14576,Val-de-Vie,14153,Chapelle-Haute-Grue (La),2015
14576,Val-de-Vie,14583,Saint-Germain-de-Montgommery,2015
14579,Seulline,14579,Saint-Georges-d'Aunay,2015
14579,Seulline,14188,Coulvain,2015
14689,Hom (Le),14689,Thury-Harcourt,2015
14689,Hom (Le),14144,Caumont-sur-Orne,2015
14689,Hom (Le),14213,Curcy-sur-Orne,2015
14689,Hom (Le),14324,Hamars,2015
14689,Hom (Le),14628,Saint-Martin-de-Sallen,2015
14726,Valdallière,14726,Vassy,2015
14726,Valdallière,14065,Bernières-le-Patry,2015
14726,Valdallière,14113,Burcy,2015
14726,Valdallière,14156,Chênedollé,2015
14726,Valdallière,14222,Désert (Le),2015
14726,Valdallière,14253,Estry,2015
14726,Valdallière,14442,Montchamp,2015
14726,Valdallière,14503,Pierres,2015
14726,Valdallière,14521,Presles,2015
14726,Valdallière,14539,Rocque (La),2015
14726,Valdallière,14549,Rully,2015
14726,Valdallière,14564,Saint-Charles-de-Percy,2015
14726,Valdallière,14686,Theil-Bocage (Le),2015
14726,Valdallière,14746,Viessoix,2015
14740,Vespière-Friardel (La),14740,Vespière (La),2015
14740,Vespière-Friardel (La),14292,Friardel,2015
14762,Vire Normandie,14762,Vire,2015
14762,Vire Normandie,14187,Coulonces,2015
14762,Vire Normandie,14388,Maisoncelles-la-Jourdan,2015
14762,Vire Normandie,14545,Roullours,2015
14762,Vire Normandie,14584,Saint-Germain-de-Tallevende-la-Lande-Vaumont,2015
14762,Vire Normandie,14717,Truttemer-le-Grand,2015
14762,Vire Normandie,14718,Truttemer-le-Petit,2015
14762,Vire Normandie,14730,Vaudry,2015
15108,Val d'Arcomie,15108,Loubaresse,2015
15108,Val d'Arcomie,15068,Faverolles,2015
15108,Val d'Arcomie,15195,Saint-Just,2015
15108,Val d'Arcomie,15197,Saint-Marc,2015
15181,Saint-Constant-Fournoulès,15181,Saint-Constant,2015
15181,Saint-Constant-Fournoulès,15071,Fournoulès,2015
15268,Rouget-Pers (Le),15268,Rouget (Le),2015
15268,Rouget-Pers (Le),15150,Pers,2015
16082,Boisné-La Tude,16082,Charmant,2015
16082,Boisné-La Tude,16092,Chavenat,2015
16082,Boisné-La Tude,16172,Juillaguet,2015
16106,Confolens,16106,Confolens,2015
16106,Confolens,16322,Saint-Germain-de-Confolens,2015
16148,Genac-Bignac,16148,Genac,2015
16148,Genac-Bignac,16043,Bignac,2015
16175,Val des Vignes,16175,Jurignac,2015
16175,Val des Vignes,16021,Aubeville,2015
16175,Val des Vignes,16201,Mainfonds,2015
16175,Val des Vignes,16257,Péreuil,2015
16224,Montmérac,16224,Montchaude,2015
16224,Montmérac,16179,Lamérac,2015
16286,Rouillac,16286,Rouillac,2015
16286,Rouillac,16262,Plaizac,2015
16286,Rouillac,16371,Sonneville,2015
17277,Essouvert,17277,Saint-Denis-du-Pin,2015
17277,Essouvert,17040,Benâte (La),2015
17295,Réaux sur Trèfle,17295,Réaux,2015
17295,Réaux sur Trèfle,17238,Moings,2015
17295,Réaux sur Trèfle,17371,Saint-Maurice-de-Tavernole,2015
19123,Malemort,19123,Malemort-sur-Corrèze,2015
19123,Malemort,19282,Venarsal,2015
21327,Val-Mont,21327,Jours-en-Vaux,2015
21327,Val-Mont,21318,Ivry-en-Montagne,2015
22046,Mené (Le),22046,Collinée,2015
22046,Mené (Le),22066,Gouray (Le),2015
22046,Mené (Le),22102,Langourla,2015
22046,Mené (Le),22191,Plessala,2015
22046,Mené (Le),22292,Saint-Gilles-du-Mené,2015
22046,Mené (Le),22297,Saint-Gouéno,2015
22046,Mené (Le),22303,Saint-Jacut-du-Mené,2015
22084,Jugon-les-Lacs - Commune nouvelle,22084,Jugon-les-Lacs,2015
22084,Jugon-les-Lacs - Commune nouvelle,22051,Dolo,2015
22093,Lamballe,22093,Lamballe,2015
22093,Lamballe,22151,Meslin,2015
22183,Moulins (Les),22183,Plémet,2015
22183,Moulins (Les),22058,Ferrière (La),2015
22203,Plœuc-L'Hermitage,22203,Plœuc-sur-Lié,2015
22203,Plœuc-L'Hermitage,22080,Hermitage-Lorge (L'),2015
22251,Pordic,22251,Pordic,2015
22251,Pordic,22367,Tréméloir,2015
23149,Parsac-Rimondeix,23149,Parsac,2015
23149,Parsac-Rimondeix,23161,Rimondeix,2015
24028,Beaumontois en Périgord,24028,Beaumont-du-Périgord,2015
24028,Beaumontois en Périgord,24219,Labouquerie,2015
24028,Beaumontois en Périgord,24310,Nojals-et-Clotte,2015
24028,Beaumontois en Périgord,24497,Sainte-Sabine-Born,2015
24035,Pays de Belvès,24035,Belvès,2015
24035,Pays de Belvès,24363,Saint-Amand-de-Belvès,2015
24053,Boulazac Isle Manoire,24053,Boulazac,2015
24053,Boulazac Isle Manoire,24013,Atur,2015
24053,Boulazac Isle Manoire,24439,Saint-Laurent-sur-Manoire,2015
24064,Brantôme en Périgord,24064,Brantôme,2015
24064,Brantôme en Périgord,24430,Saint-Julien-de-Bourdeilles,2015
24142,Coux et Bigaroque-Mouzens,24142,Coux-et-Bigaroque,2015
24142,Coux et Bigaroque-Mouzens,24298,Mouzens,2015
24316,Parcoul-Chenaud,24316,Parcoul,2015
24316,Parcoul-Chenaud,24118,Chenaud,2015
24362,Sainte-Alvère-Saint-Laurent Les Bâtons,24362,Sainte-Alvère,2015
24362,Sainte-Alvère-Saint-Laurent Les Bâtons,24435,Saint-Laurent-des-Bâtons,2015
24376,Saint Aulaye-Puymangou,24376,Saint-Aulaye,2015
24376,Saint Aulaye-Puymangou,24343,Puymangou,2015
24540,Sorges et Ligueux en Périgord,24540,Sorges,2015
24540,Sorges et Ligueux en Périgord,24239,Ligueux,2015
25424,Premiers Sapins (Les),25424,Nods,2015
25424,Premiers Sapins (Les),25028,Athose,2015
25424,Premiers Sapins (Les),25128,Chasnans,2015
25424,Premiers Sapins (Les),25302,Hautepierre-le-Châtelet,2015
25424,Premiers Sapins (Les),25480,Rantechaux,2015
25424,Premiers Sapins (Les),25585,Vanclans,2015
25434,Ornans,25434,Ornans,2015
25434,Ornans,25076,Bonnevaux-le-Prieuré,2015
25438,Osselle-Routelle,25438,Osselle,2015
25438,Osselle-Routelle,25509,Routelle,2015
25529,Sancey,25529,Sancey-le-Grand,2015
25529,Sancey,25530,Sancey-le-Long,2015
26001,Solaure en Diois,26001,Aix-en-Diois,2015
26001,Solaure en Diois,26187,Molières-Glandaz,2015
26179,Mercurol-Veaunes,26179,Mercurol,2015
26179,Mercurol-Veaunes,26366,Veaunes,2015
27011,Amfreville-Saint-Amand,27011,Amfreville-la-Campagne,2015
27011,Amfreville-Saint-Amand,27506,Saint-Amand-des-Hautes-Terres,2015
27022,Val d'Hazey (Le),27022,Aubevoye,2015
27022,Val d'Hazey (Le),27519,Sainte-Barbe-sur-Gaillon,2015
27022,Val d'Hazey (Le),27687,Vieux-Villez,2015
27032,Chambois,27032,Avrilly,2015
27032,Chambois,27172,Corneuil,2015
27032,Chambois,27634,Thomer-la-Sôgne,2015
27049,Mesnil-en-Ouche,27049,Beaumesnil,2015
27049,Mesnil-en-Ouche,27007,Ajou,2015
27049,Mesnil-en-Ouche,27041,Barre-en-Ouche (La),2015
27049,Mesnil-en-Ouche,27088,Bosc-Renoult-en-Ouche,2015
27049,Mesnil-en-Ouche,27221,Épinay,2015
27049,Mesnil-en-Ouche,27283,Gisay-la-Coudre,2015
27049,Mesnil-en-Ouche,27292,Gouttières,2015
27049,Mesnil-en-Ouche,27296,Granchain,2015
27049,Mesnil-en-Ouche,27356,Jonquerets-de-Livet,2015
27049,Mesnil-en-Ouche,27362,Landepéreuse,2015
27049,Mesnil-en-Ouche,27499,Roussière (La),2015
27049,Mesnil-en-Ouche,27513,Saint-Aubin-des-Hayes,2015
27049,Mesnil-en-Ouche,27515,Saint-Aubin-le-Guichard,2015
27049,Mesnil-en-Ouche,27566,Sainte-Marguerite-en-Ouche,2015
27049,Mesnil-en-Ouche,27596,Saint-Pierre-du-Mesnil,2015
27049,Mesnil-en-Ouche,27628,Thevray,2015
27085,Flancourt-Crescy-en-Roumois,27085,Bosc-Bénard-Crescy,2015
27085,Flancourt-Crescy-en-Roumois,27223,Épreville-en-Roumois,2015
27085,Flancourt-Crescy-en-Roumois,27244,Flancourt-Catelon,2015
27105,Grand Bourgtheroulde,27105,Bourgtheroulde-Infreville,2015
27105,Grand Bourgtheroulde,27084,Bosc-Bénard-Commin,2015
27105,Grand Bourgtheroulde,27637,Thuit-Hébert,2015
27107,Bourneville-Sainte-Croix,27107,Bourneville,2015
27107,Bourneville-Sainte-Croix,27526,Sainte-Croix-sur-Aizier,2015
27112,Breteuil,27112,Breteuil,2015
27112,Breteuil,27159,Cintray,2015
27112,Breteuil,27305,Guéroulde (La),2015
27157,Marbois,27157,Chesne (Le),2015
27157,Marbois,27145,Chanteloup,2015
27157,Marbois,27225,Essarts (Les),2015
27157,Marbois,27532,Saint-Denis-du-Béhélan,2015
27191,Clef Vallée d'Eure,27191,Croix-Saint-Leufroy (La),2015
27191,Clef Vallée d'Eure,27211,Écardenville-sur-Eure,2015
27191,Clef Vallée d'Eure,27250,Fontaine-Heudebourg,2015
27198,Mesnils-sur-Iton,27198,Damville,2015
27198,Mesnils-sur-Iton,27024,Roncenay-Authenay (Le),2015
27198,Mesnils-sur-Iton,27166,Condé-sur-Iton,2015
27198,Mesnils-sur-Iton,27293,Gouville,2015
27198,Mesnils-sur-Iton,27387,Manthelon,2015
27198,Mesnils-sur-Iton,27503,Sacq (Le),2015
27213,Vexin-sur-Epte,27213,Écos,2015
27213,Vexin-sur-Epte,27060,Berthenonville,2015
27213,Vexin-sur-Epte,27121,Bus-Saint-Rémy,2015
27213,Vexin-sur-Epte,27122,Cahaignes,2015
27213,Vexin-sur-Epte,27128,Cantiers,2015
27213,Vexin-sur-Epte,27160,Civières,2015
27213,Vexin-sur-Epte,27197,Dampsmesnil,2015
27213,Vexin-sur-Epte,27255,Fontenay,2015
27213,Vexin-sur-Epte,27257,Forêt-la-Folie,2015
27213,Vexin-sur-Epte,27262,Fourges,2015
27213,Vexin-sur-Epte,27264,Fours-en-Vexin,2015
27213,Vexin-sur-Epte,27308,Guitry,2015
27213,Vexin-sur-Epte,27449,Panilleuse,2015
27213,Vexin-sur-Epte,27653,Tourny,2015
27277,Baronnie (La),27277,Garencières,2015
27277,Baronnie (La),27484,Quessigny,2015
27302,Bosc du Theil (Le),27302,Gros-Theil (Le),2015
27302,Bosc du Theil (Le),27574,Saint-Nicolas-du-Bosc,2015
27565,Lesme (Le),27565,Sainte-Marguerite-de-l'Autel,2015
27565,Lesme (Le),27303,Guernanville,2015
27578,Sainte-Marie-d'Attez,27578,Saint-Ouen-d'Attez,2015
27578,Sainte-Marie-d'Attez,27195,Dame-Marie,2015
27578,Sainte-Marie-d'Attez,27573,Saint-Nicolas-d'Attez,2015
27638,Thuit de l'Oison (Le),27638,Thuit-Signol (Le),2015
27638,Thuit de l'Oison (Le),27636,Thuit-Anger (Le),2015
27638,Thuit de l'Oison (Le),27639,Thuit-Simer (Le),2015
27693,Sylvains-Lès-Moulins,27693,Sylvains-les-Moulins,2015
27693,Sylvains-Lès-Moulins,27688,Villalet,2015
28015,Auneau-Bleury-Saint-Symphorien,28015,Auneau,2015
28015,Auneau-Bleury-Saint-Symphorien,28361,Bleury-Saint-Symphorien,2015
28183,Gommerville,28183,Gommerville,2015
28183,Gommerville,28288,Orlu,2015
28254,Mittainvilliers-Vérigny,28254,Mittainvilliers,2015
28254,Mittainvilliers-Vérigny,28402,Vérigny,2015
28383,Theuville,28383,Theuville,2015
28383,Theuville,28297,Pézy,2015
28406,Eole-en-Beauce,28406,Viabon,2015
28406,Eole-en-Beauce,28020,Baignolet,2015
28406,Eole-en-Beauce,28145,Fains-la-Folie,2015
28406,Eole-en-Beauce,28179,Germignonville,2015
28422,Villages Vovéens (Les),28422,Voves,2015
28422,Villages Vovéens (Les),28258,Montainville,2015
28422,Villages Vovéens (Les),28320,Rouvray-Saint-Florentin,2015
28422,Villages Vovéens (Les),28416,Villeneuve-Saint-Nicolas,2015
29003,Audierne,29003,Audierne,2015
29003,Audierne,29052,Esquibien,2015
29266,Saint-Thégonnec Loc-Eguiner,29266,Saint-Thégonnec,2015
29266,Saint-Thégonnec Loc-Eguiner,29127,Loc-Eguiner-Saint-Thégonnec,2015
32079,Castelnau d'Auzan Labarrère,32079,Castelnau-d'Auzan,2015
32079,Castelnau d'Auzan Labarrère,32168,Labarrère,2015
33018,Val de Virvée,33018,Aubie-et-Espessas,2015
33018,Val de Virvée,33371,Saint-Antoine,2015
33018,Val de Virvée,33495,Salignac,2015
35060,Chapelle du Lou du Lac (La),35060,Chapelle-du-Lou (La),2015
35060,Chapelle du Lou du Lac (La),35158,Lou-du-Lac (Le),2015
35176,Guipry-Messac,35176,Messac,2015
35176,Guipry-Messac,35129,Guipry,2015
36093,Levroux,36093,Levroux,2015
36093,Levroux,36201,Saint-Martin-de-Lamps,2015
36202,Saint-Maur,36202,Saint-Maur,2015
36202,Saint-Maur,36245,Villers-les-Ormes,2015
36229,Val-Fouzon,36229,Varennes-sur-Fouzon,2015
36229,Val-Fouzon,36151,Parpeçay,2015
36229,Val-Fouzon,36183,Sainte-Cécile,2015
38001,Abrets en Dauphiné (Les),38001,Abrets (Les),2015
38001,Abrets en Dauphiné (Les),38028,Bâtie-Divisin (La),2015
38001,Abrets en Dauphiné (Les),38165,Fitilieu,2015
38022,Avenières Veyrins-Thuellin (Les),38022,Avenières (Les),2015
38022,Avenières Veyrins-Thuellin (Les),38541,Veyrins-Thuellin,2015
38225,Autrans-Méaudre en Vercors,38225,Méaudre,2015
38225,Autrans-Méaudre en Vercors,38021,Autrans,2015
38359,Saint Antoine l'Abbaye,38359,Saint-Antoine-l'Abbaye,2015
38359,Saint Antoine l'Abbaye,38145,Dionay,2015
38439,Crêts en Belledonne,38439,Saint-Pierre-d'Allevard,2015
38439,Crêts en Belledonne,38262,Morêtel-de-Mailles,2015
39017,Arlay,39017,Arlay,2015
39017,Arlay,39482,Saint-Germain-lès-Arlay,2015
39021,Chailleuse (La),39021,Arthenas,2015
39021,Chailleuse (La),39215,Essia,2015
39021,Chailleuse (La),39488,Saint-Laurent-la-Roche,2015
39021,Chailleuse (La),39544,Varessia,2015
39130,Nanchez,39130,Chaux-des-Prés,2015
39130,Nanchez,39442,Prénovel,2015
39177,Hauteroche,39177,Crançot,2015
39177,Hauteroche,39260,Granges-sur-Baume,2015
39177,Hauteroche,39332,Mirebel,2015
39209,Val d'Epy,39209,Val-d'Épy,2015
