id,codeCommune,libelleCommune,codeDepartement,libelleDepartement,actual,dateEffet,effet,mod,tmod,libelle,modification,etat,langue,typeProduit,rubrique,tncc,typeModification
5284370,68143,Porte du Ried,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle de Porte du Ried en lieu et place des communes de Holtzwihr (68143) et de Riedwihr (68272) devenues déléguées.,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284371,68162,Kaysersberg,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Kaysersberg devient commune déléguée (chef-lieu) au sein de Kaysersberg Vignoble (68162) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284372,68162,Kaysersberg Vignoble,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,"Création de la commune nouvelle de Kaysersberg Vignoble en lieu et place des communes de Kaysersberg (68162), de Kientzheim (68164) et de Sigolsheim (68310) devenues déléguées.",Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284373,68164,Kientzheim,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Kientzheim devient commune déléguée au sein de Kaysersberg Vignoble (68162) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284374,68201,Masevaux,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Masevaux devient commune déléguée (chef-lieu) au sein de Masevaux-Niederbruck (68201) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284375,68201,Masevaux-Niederbruck,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle de Masevaux-Niederbruck en lieu et place des communes de Masevaux (68201) et de Niederbruck (68233) devenues déléguées.,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284376,68206,Michelbach,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Michelbach devient commune déléguée au sein d'Aspach-Michelbach (68012) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284377,68219,Mortzwiller,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Mortzwiller devient commune déléguée (chef-lieu) au sein du Haut Soultzbach (68219) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284378,68219,Haut Soultzbach,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle du Haut Soultzbach en lieu et place des communes de Mortzwiller (68219) et de Soppe-le-Haut (68314) devenues déléguées.,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284379,68233,Niederbruck,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Niederbruck devient commune déléguée au sein de Masevaux-Niederbruck (68201) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284380,68240,Oberdorf,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Oberdorf devient commune déléguée (chef-lieu) au sein d'Illtal (68240) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284381,68240,Illtal,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,"Création de la commune nouvelle d'Illtal en lieu et place des communes de Grentzingen (68108), de Henflingen (68133) et d'Oberdorf (68240) devenues déléguées.",Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284382,68272,Riedwihr,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Riedwihr devient commune déléguée au sein de Porte du Ried (68143) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284383,68310,Sigolsheim,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Sigolsheim devient commune déléguée au sein de Kaysersberg Vignoble (68162) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284384,68314,Soppe-le-Haut,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Soppe-le-Haut devient commune déléguée au sein du Haut Soultzbach (68219) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284385,68319,Spechbach-le-Bas,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Spechbach-le-Bas devient commune déléguée au sein de Spechbach (68320) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284386,68320,Spechbach-le-Haut,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Spechbach-le-Haut devient commune déléguée (chef-lieu) au sein de Spechbach (68320) (commune nouvelle).,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5284387,68320,Spechbach,68,Haut-Rhin,,2016-01-01T01:00:00.000Z,2016-01-01T00:00:00.000+00:00,,MG,Création de la commune nouvelle de Spechbach en lieu et place des communes de Spechbach-le-Bas (68319) et de Spechbach-le-Haut (68320) devenues déléguées.,Toutes les créations de communes nouvelles,,FR,communeHistorique,metadonnees,,MG
5282985,68006,Ammerzwiller,68,Haut-Rhin,,2015-11-19T01:00:00.000Z,2015-11-19T00:00:00.000+00:00,,MB,Ammerzwiller devient Ammertzwiller.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5282977,68003,Altenbach,68,Haut-Rhin,,2015-09-01T02:00:00.000Z,2015-09-01T00:00:00.000+00:00,,MF,Le rattachement d'Altenbach à Goldbach-Altenbach (68106) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5282978,68106,Goldbach-Altenbach,68,Haut-Rhin,,2015-09-01T02:00:00.000Z,2015-09-01T00:00:00.000+00:00,,MF,La fusion de Goldbach-Altenbach avec Altenbach (68003) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5282769,68005,Ammerschwihr,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Ammerschwihr passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282770,68014,Aubure,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Aubure passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282771,68023,Beblenheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Beblenheim passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282772,68026,Bennwihr,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Bennwihr passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282773,68028,Bergheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Bergheim passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282774,68029,Bergholtz,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Bergholtz passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282775,68030,Bergholtzzell,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Bergholtzzell passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282776,68031,Bernwiller,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Bernwiller passe de l'arrondissement de Thann (686) à l'arrondissement d'Altkirch (681).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282777,68032,Berrwiller,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Berrwiller passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Mulhouse (684).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282778,68037,Biltzheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Biltzheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282779,68041,Blodelsheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Blodelsheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282780,68043,Bollwiller,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Bollwiller passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Mulhouse (684).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282781,68044,Bonhomme,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Le Bonhomme passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282782,68058,Buhl,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Buhl passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282783,68082,Ensisheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Ensisheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282784,68088,Feldkirch,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Feldkirch passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Mulhouse (684).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282785,68091,Fessenheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Fessenheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282786,68097,Fréland,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Fréland passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282787,68111,Gueberschwihr,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Gueberschwihr passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282788,68112,Guebwiller,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Guebwiller passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282789,68113,Guémar,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Guémar passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282790,68116,Gundolsheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Gundolsheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282791,68122,Hartmannswiller,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Hartmannswiller passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282792,68123,Hattstatt,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Hattstatt passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282793,68140,Hirtzfelden,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Hirtzfelden passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282794,68147,Hunawihr,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Hunawihr passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282795,68153,Illhaeusern,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Illhaeusern passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282796,68155,Ingersheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Ingersheim passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282797,68156,Issenheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Issenheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282798,68159,Jungholtz,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Jungholtz passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282799,68161,Katzenthal,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Katzenthal passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282800,68162,Kaysersberg,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Kaysersberg passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282801,68164,Kientzheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Kientzheim passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282802,68173,Labaroche,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Labaroche passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282803,68175,Lapoutroie,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Lapoutroie passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282804,68177,Lautenbach,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Lautenbach passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282805,68178,Lautenbachzell,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Lautenbachzell passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282806,68185,Lièpvre,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Lièpvre passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282807,68188,Linthal,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Linthal passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282808,68203,Merxheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Merxheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282809,68205,Meyenheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Meyenheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282810,68209,Mittelwihr,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Mittelwihr passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282811,68225,Munchhouse,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Munchhouse passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282812,68228,Munwiller,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Munwiller passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282813,68229,Murbach,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Murbach passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282814,68234,Niederentzen,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Niederentzen passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282815,68235,Niederhergheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Niederhergheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282816,68237,Niedermorschwihr,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Niedermorschwihr passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282817,68241,Oberentzen,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Oberentzen passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282818,68242,Oberhergheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Oberhergheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282819,68249,Orbey,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Orbey passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282820,68250,Orschwihr,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Orschwihr passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282821,68251,Osenbach,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Osenbach passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282822,68252,Ostheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Ostheim passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282823,68255,Pfaffenheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Pfaffenheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282824,68258,Pulversheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Pulversheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Mulhouse (684).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282825,68260,Raedersheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Raedersheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282826,68266,Réguisheim,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Réguisheim passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282827,68269,Ribeauvillé,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Ribeauvillé passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282828,68274,Rimbach-près-Guebwiller,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Rimbach-près-Guebwiller passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282829,68276,Rimbachzell,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Rimbachzell passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282830,68277,Riquewihr,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Riquewihr passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282831,68280,Rodern,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Rodern passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282832,68281,Roggenhouse,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Roggenhouse passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282833,68283,Rombach-le-Franc,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Rombach-le-Franc passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282834,68285,Rorschwihr,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Rorschwihr passe de l'arrondissement de Ribeauvillé (685) à l'arrondissement de Colmar-Ribeauvillé (682).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5282835,68287,Rouffach,68,Haut-Rhin,,2015-01-01T01:00:00.000Z,2015-01-01T00:00:00.000+00:00,,ME,Rouffach passe de l'arrondissement de Guebwiller (683) à l'arrondissement de Thann-Guebwiller (686).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
