loc_id,old_villeId,new_villeId,old_NCCENR,new_NCCENR
455,33442.0,37527,Louvres,Louvres
456,18515.0,21022,Château-Gontier,Château-Gontier-sur-Mayenne
457,4823.0,5320,Trouville-sur-Mer,Trouville-sur-Mer
460,33519.0,37604,Viarmes,Viarmes
462,33442.0,37527,Louvres,Louvres
466,33526.0,37611,Villiers-le-Bel,Villiers-le-Bel
468,28779.0,32358,Sotteville-lès-Rouen,Sotteville-lès-Rouen
474,22115.0,24988,Senlis,Senlis
477,21876.0,24728,Lamorlaye,Lamorlaye
480,33443.0,37528,Luzarches,Luzarches
483,33526.0,37611,Villiers-le-Bel,Villiers-le-Bel
486,33526.0,37611,Villiers-le-Bel,Villiers-le-Bel
495,21923.0,24778,Mesnil-en-Thelle,Mesnil-en-Thelle
512,29564.0,33212,Versailles,Versailles
519,22138.0,25011,Thiverny,Thiverny
523,33255.0,37340,Vaucresson,Vaucresson
524,33526.0,37611,Villiers-le-Bel,Villiers-le-Bel
525,37559.0,31670,Paris 11,Paris 11e Arrondissement
527,33456.0,37541,Moisselles,Moisselles
528,33435.0,37520,Isle-Adam,Isle-Adam
531,33314.0,37400,Ivry-sur-Seine,Ivry-sur-Seine
532,33314.0,37400,Ivry-sur-Seine,Ivry-sur-Seine
536,28235.0,31768,Berville-sur-Seine,Berville-sur-Seine
539,33443.0,37528,Luzarches,Luzarches
542,9694.0,10760,Belhomert-Guéhouville,Belhomert-Guéhouville
543,33237.0,37322,Garenne-Colombes,Garenne-Colombes
545,31962.0,35926,Rochechouart,Rochechouart
550,37550.0,31661,Paris 02,Paris 2e Arrondissement
551,27397.0,30801,Juigné-sur-Sarthe,Juigné-sur-Sarthe
553,8017.0,8889,Saint-Géraud-de-Corps,Saint-Géraud-de-Corps
566,27762.0,31208,Motte-Servolex,Motte-Servolex
567,33308.0,37394,Choisy-le-Roi,Choisy-le-Roi
568,23808.0,26815,Saint-Agoulin,Saint-Agoulin
569,12293.0,13986,Saint-Brès,Saint-Brès
571,15753.0,17772,Paucourt,Paucourt
572,33348.0,37434,Andilly,Andilly
573,4415.0,4855,Englesqueville-en-Auge,Englesqueville-en-Auge
576,78.0,87,Château-Gaillard,Château-Gaillard
577,698.0,772,Gauchy,Gauchy
578,1180.0,1283,Bellerive-sur-Allier,Bellerive-sur-Allier
584,33622.0,1622,Val-de-Chalvagne,Val-de-Chalvagne
585,33668.0,2080,Roquefort-les-Pins,Roquefort-les-Pins
588,1996.0,2213,Cros-de-Géorand,Cros-de-Géorand
594,2299.0,2565,Bogny-sur-Meuse,Bogny-sur-Meuse
598,2376.0,2650,Fleigneux,Fleigneux
599,2430.0,2714,Joigny-sur-Meuse,Joigny-sur-Meuse
600,19248.0,21809,Villers-sous-Prény,Villers-sous-Prény
601,2468.0,2758,Mazures,Mazures
602,2548.0,2849,Saint-Aignan,Saint-Aignan
603,2528.0,2827,Regniowez,Regniowez
605,15690.0,17707,Lion-en-Sullias,Lion-en-Sullias
606,15613.0,17625,Combleux,Combleux
607,29377.0,33013,Chatou,Chatou
608,15613.0,17625,Combleux,Combleux
609,2590.0,2891,Signy-le-Petit,Signy-le-Petit
610,32655.0,36674,Egriselles-le-Bocage,Égriselles-le-Bocage
611,2458.0,2746,Maranwez,Maranwez
612,2401.0,2680,Grandville,Grandville
613,1869.0,2063,Nice,Nice
614,37553.0,31664,Paris 05,Paris 5e Arrondissement
615,37552.0,31663,Paris 04,Paris 4e Arrondissement
616,37553.0,31664,Paris 05,Paris 5e Arrondissement
617,37553.0,31664,Paris 05,Paris 5e Arrondissement
626,33455.0,37540,Mesnil-Aubry,Mesnil-Aubry
627,33526.0,37611,Villiers-le-Bel,Villiers-le-Bel
628,33409.0,37495,Ezanville,Ézanville
632,37695.0,23097,Marly,Marly
633,2859.0,3170,Montégut-en-Couserans,Montégut-en-Couserans
635,3146.0,3474,Gumery,Gumery
636,45617.0,3813,Carcassonne,Carcassonne
638,3646.0,4007,Narbonne,Narbonne
639,3816.0,4187,Agen-d'Aveyron,Agen-d'Aveyron
640,4185.0,4583,Saint-Chamas,Saint-Chamas
641,15613.0,17625,Combleux,Combleux
642,32605.0,36620,Chaumot,Chaumot
643,37553.0,31664,Paris 05,Paris 5e Arrondissement
644,4259.0,4683,Bellengreville,Bellengreville
645,5084.0,5631,Vic-sur-Cère,Vic-sur-Cère
646,37446.0,17757,Orléans,Orléans
647,5421.0,6015,Trois-Palis,Trois-Palis
650,35144.0,17800,Saint-Florent,Saint-Florent
651,5633.0,6249,Lagord,Lagord
652,33404.0,37490,Epiais-lès-Louvres,Épiais-lès-Louvres
654,5969.0,6616,Dampierre-en-Crot,Dampierre-en-Crot
655,5256.0,5827,Linars,Linars
656,6169.0,6826,Allassac,Allassac
658,35145.0,17819,Saint-Père-sur-Loire,Saint-Père-sur-Loire
659,36125.0,33115,Mesnil-le-Roi,Mesnil-le-Roi
660,55445.0,11431,Ajaccio,Ajaccio
661,15713.0,17732,Montargis,Montargis
662,29564.0,33212,Versailles,Versailles
663,3196.0,3529,Marigny-le-Châtel,Marigny-le-Châtel
664,3621.0,3979,Mireval-Lauragais,Mireval-Lauragais
666,3438.0,3787,Bouilhonnac,Bouilhonnac
667,3555.0,3909,Ginestas,Ginestas
669,13352.0,15138,Fontaine,Fontaine
673,3816.0,4187,Agen-d'Aveyron,Agen-d'Aveyron
674,37773.0,12695,Toulouse,Toulouse
675,37777.0,12695,Toulouse,Toulouse
677,11127.0,12697,Tournefeuille,Tournefeuille
678,33290.0,37375,Saint-Ouen,Saint-Ouen-sur-Seine
679,33290.0,37375,Saint-Ouen,Saint-Ouen-sur-Seine
680,37565.0,31676,Paris 17,Paris 17e Arrondissement
681,36125.0,33115,Mesnil-le-Roi,Mesnil-le-Roi
682,37558.0,31669,Paris 10,Paris 10e Arrondissement
683,16340.0,18427,Pont-du-Casse,Pont-du-Casse
684,29009.0,32613,Fontainebleau,Fontainebleau
685,37666.0,35885,Limoges,Limoges
690,29564.0,33212,Versailles,Versailles
691,33278.0,37363,Neuilly-Plaisance,Neuilly-Plaisance
692,37557.0,31668,Paris 09,Paris 9e Arrondissement
694,37846.0,18753,Angers,Angers
697,29555.0,33203,Toussus-le-Noble,Toussus-le-Noble
698,26066.0,29279,Fontaines-sur-Saône,Fontaines-sur-Saône
699,2225.0,2481,Vion,Vion
700,9649.0,10705,Vernon,Vernon
701,37568.0,31679,Paris 20,Paris 20e Arrondissement
702,6188.0,6851,Bort-les-Orgues,Bort-les-Orgues
708,38069.0,35057,Avignon,Avignon
709,33258.0,37343,Aubervilliers,Aubervilliers
710,37615.0,13914,Montpellier,Montpellier
711,3846.0,4221,Brommat,Brommat
712,22115.0,24988,Senlis,Senlis
713,22115.0,24988,Senlis,Senlis
714,22115.0,24988,Senlis,Senlis
715,22115.0,24988,Senlis,Senlis
716,37565.0,31676,Paris 17,Paris 17e Arrondissement
718,37563.0,31674,Paris 15,Paris 15e Arrondissement
719,33233.0,37317,Clichy,Clichy
720,36548.0,37319,Courbevoie,Courbevoie
722,37561.0,31672,Paris 13,Paris 13e Arrondissement
723,18609.0,21133,Origné,Origné
724,18609.0,21133,Origné,Origné
726,37563.0,31674,Paris 15,Paris 15e Arrondissement
727,37564.0,31675,Paris 16,Paris 16e Arrondissement
729,37561.0,31672,Paris 13,Paris 13e Arrondissement
730,37564.0,31675,Paris 16,Paris 16e Arrondissement
731,37560.0,31671,Paris 12,Paris 12e Arrondissement
732,38131.0,29497,Lyon 03,Lyon 3e Arrondissement
733,6473.0,7157,Baigneux-les-Juifs,Baigneux-les-Juifs
734,33294.0,37380,Villemomble,Villemomble
736,33294.0,37380,Villemomble,Villemomble
737,4070.0,4465,Taussac,Taussac
738,29564.0,33212,Versailles,Versailles
739,29564.0,33212,Versailles,Versailles
740,4134.0,4528,Fare-les-Oliviers,Fare-les-Oliviers
745,33240.0,37325,Levallois-Perret,Levallois-Perret
746,33245.0,37330,Nanterre,Nanterre
747,21584.0,24415,Avrigny,Avrigny
748,29517.0,33164,Rambouillet,Rambouillet
751,19765.0,22458,Fougerêts,Fougerêts
752,7042.0,7783,Verrey-sous-Salmaise,Verrey-sous-Salmaise
753,38028.0,1979,Antibes,Antibes
754,19751.0,22443,Cours,Cours
756,37550.0,31661,Paris 02,Paris 2e Arrondissement
757,37563.0,31674,Paris 15,Paris 15e Arrondissement
758,33290.0,37375,Saint-Ouen,Saint-Ouen-sur-Seine
759,37563.0,31674,Paris 15,Paris 15e Arrondissement
762,37563.0,31674,Paris 15,Paris 15e Arrondissement
763,33380.0,37466,Cergy,Cergy
768,33380.0,37466,Cergy,Cergy
769,37563.0,31674,Paris 15,Paris 15e Arrondissement
770,37563.0,31674,Paris 15,Paris 15e Arrondissement
771,33290.0,37375,Saint-Ouen,Saint-Ouen-sur-Seine
772,33290.0,37375,Saint-Ouen,Saint-Ouen-sur-Seine
773,33290.0,37375,Saint-Ouen,Saint-Ouen-sur-Seine
774,12600.0,14323,Rennes,Rennes
775,29456.0,33099,Maisons-Laffitte,Maisons-Laffitte
776,29729.0,33414,Niort,Niort
778,38131.0,29497,Lyon 03,Lyon 3e Arrondissement
779,4710.0,5195,Saint-Germain-du-Pert,Saint-Germain-du-Pert
782,5069.0,5613,Trémouille,Trémouille
784,29733.0,33394,Paizay-le-Tort,Melle
785,37560.0,31671,Paris 12,Paris 12e Arrondissement
786,33087.0,37160,Chilly-Mazarin,Chilly-Mazarin
787,33098.0,37171,Draveil,Draveil
788,29530.0,33177,Saint-Germain-en-Laye,Saint-Germain-en-Laye
790,33255.0,37340,Vaucresson,Vaucresson
791,29564.0,33212,Versailles,Versailles
792,6280.0,6955,Masseret,Masseret
793,34351.0,11431,Ajaccio,Ajaccio
794,33264.0,37349,Bourget,Bourget
795,37556.0,31667,Paris 08,Paris 8e Arrondissement
796,33879.0,5441,Freix-Anglards,Freix-Anglards
797,5432.0,6027,Verteuil-sur-Charente,Verteuil-sur-Charente
798,5534.0,6143,Château-d'Oléron,Château-d'Oléron
799,6047.0,6699,Nohant-en-GraÁay,Nohant-en-Graçay
800,6331.0,7007,Saint-Augustin,Saint-Augustin
801,6628.0,7329,Culètre,Culètre
802,37563.0,31674,Paris 15,Paris 15e Arrondissement
803,21714.0,24555,Creil,Creil
804,21714.0,24555,Creil,Creil
805,6993.0,7732,Talant,Talant
806,7241.0,8002,Plédéliac,Plédéliac
807,7168.0,7925,Landebaëron,Landebaëron
811,3949.0,4330,Millau,Millau
812,7474.0,8258,Chambon-sur-Voueize,Chambon-sur-Voueize
813,29486.0,33131,Montigny-le-Bretonneux,Montigny-le-Bretonneux
814,15713.0,17732,Montargis,Montargis
816,6583.0,7280,Chenôve,Chenôve
817,7447.0,8227,Azat-Châtenet,Azat-Châtenet
819,33246.0,37331,Neuilly-sur-Seine,Neuilly-sur-Seine
820,7892.0,8740,Ménesplet,Ménesplet
821,33380.0,37466,Cergy,Cergy
822,37563.0,31674,Paris 15,Paris 15e Arrondissement
823,37563.0,31674,Paris 15,Paris 15e Arrondissement
824,29377.0,33013,Chatou,Chatou
839,33290.0,37375,Saint-Ouen,Saint-Ouen-sur-Seine
840,37563.0,31674,Paris 15,Paris 15e Arrondissement
841,7924.0,8773,Nabirat,Nabirat
845,33290.0,37375,Saint-Ouen,Saint-Ouen-sur-Seine
846,33290.0,37375,Saint-Ouen,Saint-Ouen-sur-Seine
847,37563.0,31674,Paris 15,Paris 15e Arrondissement
850,8473.0,9407,Mandeure,Mandeure
851,8892.0,9868,Montmeyran,Montmeyran
852,33314.0,37400,Ivry-sur-Seine,Ivry-sur-Seine
853,33314.0,37400,Ivry-sur-Seine,Ivry-sur-Seine
854,698.0,772,Gauchy,Gauchy
855,698.0,772,Gauchy,Gauchy
